datetime,city,temperature,wind_speed,humidity,cloud_cover,pressure,cooling_degree,low_wind_flag
2023-03-01 03:00:00,Ahmedabad,21.5,1.18,27.1,0.0,100.85,0.0,1
2023-03-01 04:00:00,Ahmedabad,20.06,1.68,28.46,0.0,100.88,0.0,1
2023-03-01 05:00:00,Ahmedabad,18.77,1.97,29.51,23.97,100.94,0.0,1
2023-03-01 06:00:00,Ahmedabad,18.34,2.06,29.57,20.98,101.02,0.0,0
2023-03-01 07:00:00,Ahmedabad,22.06,2.3,23.51,15.02,101.1,0.0,0
2023-03-01 08:00:00,Ahmedabad,25.5,1.95,19.58,14.96,101.18,0.5,1
2023-03-01 09:00:00,Ahmedabad,30.7,1.74,14.14,12.23,101.22,5.699999999999999,1
2023-03-01 10:00:00,Ahmedabad,34.65,1.37,11.41,9.38,101.21,9.649999999999999,1
2023-03-01 11:00:00,Ahmedabad,36.16,1.45,10.7,6.44,101.13,11.159999999999997,1
2023-03-01 12:00:00,Ahmedabad,37.01,1.9,10.23,3.05,101.01,12.009999999999998,1
2023-03-01 13:00:00,Ahmedabad,37.34,2.35,9.94,0.06,100.9,12.340000000000003,0
2023-03-01 14:00:00,Ahmedabad,37.16,2.41,9.88,19.81,100.82,12.159999999999997,0
2023-03-01 15:00:00,Ahmedabad,36.56,2.17,10.2,39.15,100.78,11.560000000000002,0
2023-03-01 16:00:00,Ahmedabad,35.38,1.82,10.97,58.55,100.79,10.380000000000003,1
2023-03-01 17:00:00,Ahmedabad,32.41,1.27,13.51,77.98,100.83,7.409999999999997,1
2023-03-01 18:00:00,Ahmedabad,30.59,1.21,14.66,98.05,100.9,5.59,1
2023-03-01 19:00:00,Ahmedabad,29.76,1.21,15.5,96.69,100.98,4.760000000000002,1
2023-03-01 20:00:00,Ahmedabad,28.82,1.31,16.46,94.71,101.06,3.8200000000000003,1
2023-03-01 21:00:00,Ahmedabad,27.82,1.46,17.5,94.91,101.1,2.8200000000000003,1
2023-03-01 22:00:00,Ahmedabad,26.48,1.62,19.02,86.84,101.1,1.4800000000000004,1
2023-03-01 23:00:00,Ahmedabad,25.11,1.81,20.78,90.43,101.06,0.10999999999999943,1
2023-03-02 00:00:00,Ahmedabad,24.09,2.02,22.34,86.81,101.01,0.0,0
2023-03-02 01:00:00,Ahmedabad,22.99,2.14,24.21,3.26,100.97,0.0,0
2023-03-02 02:00:00,Ahmedabad,22.03,2.25,25.9,0.0,100.95,0.0,0
2023-03-02 03:00:00,Ahmedabad,21.18,2.32,27.41,58.81,100.95,0.0,0
2023-03-02 04:00:00,Ahmedabad,20.37,2.41,28.75,42.09,100.98,0.0,0
2023-03-02 05:00:00,Ahmedabad,19.43,2.57,30.36,58.39,101.06,0.0,0
2023-03-02 06:00:00,Ahmedabad,18.93,2.74,30.98,51.08,101.15,0.0,0
2023-03-02 07:00:00,Ahmedabad,22.89,3.63,23.9,39.99,101.26,0.0,0
2023-03-02 08:00:00,Ahmedabad,26.44,3.16,19.2,35.8,101.33,1.4400000000000013,0
2023-03-02 09:00:00,Ahmedabad,31.71,2.26,14.69,28.96,101.36,6.710000000000001,0
2023-03-02 10:00:00,Ahmedabad,35.2,1.5,12.48,22.06,101.33,10.200000000000003,1
2023-03-02 11:00:00,Ahmedabad,36.7,1.11,11.48,14.98,101.25,11.700000000000003,1
2023-03-02 12:00:00,Ahmedabad,37.65,0.86,10.76,7.8,101.12,12.649999999999999,1
2023-03-02 13:00:00,Ahmedabad,38.15,0.87,10.32,0.29,101.0,13.149999999999999,1
2023-03-02 14:00:00,Ahmedabad,38.14,1.06,10.19,16.13,100.91,13.14,1
2023-03-02 15:00:00,Ahmedabad,37.7,1.18,10.29,31.24,100.85,12.700000000000003,1
2023-03-02 16:00:00,Ahmedabad,36.69,1.22,10.76,46.34,100.84,11.689999999999998,1
2023-03-02 17:00:00,Ahmedabad,33.95,1.01,13.01,61.68,100.88,8.950000000000003,1
2023-03-02 18:00:00,Ahmedabad,31.83,1.09,14.35,78.71,100.94,6.829999999999998,1
2023-03-02 19:00:00,Ahmedabad,30.89,1.08,15.3,56.1,101.02,5.890000000000001,1
2023-03-02 20:00:00,Ahmedabad,29.88,1.08,16.45,44.33,101.1,4.879999999999999,1
2023-03-02 21:00:00,Ahmedabad,29.04,1.15,17.56,37.55,101.15,4.039999999999999,1
2023-03-02 22:00:00,Ahmedabad,27.93,1.24,19.07,28.5,101.17,2.9299999999999997,1
2023-03-02 23:00:00,Ahmedabad,26.53,1.43,20.98,28.5,101.15,1.5300000000000011,1
2023-03-03 00:00:00,Ahmedabad,25.2,1.74,22.89,24.43,101.11,0.1999999999999993,1
2023-03-03 01:00:00,Ahmedabad,23.73,2.04,25.16,0.46,101.08,0.0,0
2023-03-03 02:00:00,Ahmedabad,22.44,2.37,27.13,36.2,101.05,0.0,0
2023-03-03 03:00:00,Ahmedabad,21.3,2.75,28.76,40.73,101.04,0.0,0
2023-03-03 04:00:00,Ahmedabad,20.44,3.03,29.79,42.09,101.06,0.0,0
2023-03-03 05:00:00,Ahmedabad,19.88,3.2,30.44,67.89,101.12,0.0,0
2023-03-03 06:00:00,Ahmedabad,19.93,3.28,30.1,58.95,101.21,0.0,0
2023-03-03 07:00:00,Ahmedabad,23.51,4.66,24.15,47.98,101.3,0.0,0
2023-03-03 08:00:00,Ahmedabad,26.93,3.59,19.76,40.69,101.36,1.9299999999999997,0
2023-03-03 09:00:00,Ahmedabad,32.11,3.29,14.73,32.29,101.37,7.109999999999999,0
2023-03-03 10:00:00,Ahmedabad,36.19,2.58,11.52,23.62,101.33,11.189999999999998,0
2023-03-03 11:00:00,Ahmedabad,37.73,2.31,10.73,14.78,101.22,12.729999999999997,0
2023-03-03 12:00:00,Ahmedabad,38.58,2.27,10.73,5.84,101.09,13.579999999999998,0
2023-03-03 13:00:00,Ahmedabad,38.89,2.27,11.05,4.54,100.96,13.89,0
2023-03-03 14:00:00,Ahmedabad,38.7,2.2,11.62,3.64,100.87,13.700000000000003,0
2023-03-03 15:00:00,Ahmedabad,38.08,2.01,12.42,4.04,100.81,13.079999999999998,0
2023-03-03 16:00:00,Ahmedabad,36.94,1.79,13.57,33.37,100.82,11.939999999999998,1
2023-03-03 17:00:00,Ahmedabad,33.98,1.34,16.35,66.41,100.87,8.979999999999997,1
2023-03-03 18:00:00,Ahmedabad,32.14,1.48,18.17,98.8,100.93,7.140000000000001,1
2023-03-03 19:00:00,Ahmedabad,31.35,1.4,19.16,98.75,101.0,6.350000000000001,1
2023-03-03 20:00:00,Ahmedabad,30.56,1.35,20.09,95.22,101.06,5.559999999999999,1
2023-03-03 21:00:00,Ahmedabad,29.61,1.42,21.18,93.12,101.09,4.609999999999999,1
2023-03-03 22:00:00,Ahmedabad,28.47,1.62,22.46,90.7,101.08,3.469999999999999,1
2023-03-03 23:00:00,Ahmedabad,27.14,1.92,23.9,86.81,101.06,2.1400000000000006,1
2023-03-04 00:00:00,Ahmedabad,25.72,2.21,25.45,80.08,101.04,0.7199999999999989,0
2023-03-04 01:00:00,Ahmedabad,24.53,2.41,26.63,5.52,101.01,0.0,0
2023-03-04 02:00:00,Ahmedabad,23.57,2.52,27.43,91.03,101.0,0.0,0
2023-03-04 03:00:00,Ahmedabad,22.86,2.55,27.88,94.89,101.0,0.0,0
2023-03-04 04:00:00,Ahmedabad,22.33,2.51,28.32,88.85,101.04,0.0,0
2023-03-04 05:00:00,Ahmedabad,21.84,2.51,29.08,75.41,101.1,0.0,0
2023-03-04 06:00:00,Ahmedabad,21.66,2.57,29.49,61.4,101.2,0.0,0
2023-03-04 07:00:00,Ahmedabad,25.06,2.93,24.19,45.23,101.29,0.05999999999999872,0
2023-03-04 08:00:00,Ahmedabad,28.22,2.92,20.23,34.08,101.35,3.219999999999999,0
2023-03-04 09:00:00,Ahmedabad,32.85,2.02,16.01,22.44,101.37,7.850000000000001,0
2023-03-04 10:00:00,Ahmedabad,36.12,0.79,14.21,9.36,101.33,11.119999999999997,1
2023-03-04 11:00:00,Ahmedabad,37.71,1.16,13.39,7.34,101.22,12.71,1
2023-03-04 12:00:00,Ahmedabad,38.69,1.82,12.82,32.99,101.07,13.689999999999998,1
2023-03-04 13:00:00,Ahmedabad,39.03,2.32,12.67,3.17,100.94,14.030000000000001,0
2023-03-04 14:00:00,Ahmedabad,38.85,2.41,12.82,6.04,100.84,13.850000000000001,0
2023-03-04 15:00:00,Ahmedabad,38.33,2.28,13.11,7.79,100.78,13.329999999999998,0
2023-03-04 16:00:00,Ahmedabad,37.31,2.17,13.75,38.81,100.79,12.310000000000002,0
2023-03-04 17:00:00,Ahmedabad,34.23,1.58,16.3,69.45,100.84,9.229999999999997,1
2023-03-04 18:00:00,Ahmedabad,32.12,1.86,18.15,99.5,100.9,7.119999999999997,1
2023-03-04 19:00:00,Ahmedabad,30.8,2.14,19.58,98.46,100.98,5.800000000000001,0
2023-03-04 20:00:00,Ahmedabad,29.43,2.45,21.28,95.39,101.05,4.43,0
2023-03-04 21:00:00,Ahmedabad,28.06,2.74,23.17,90.52,101.07,3.0599999999999987,0
2023-03-04 22:00:00,Ahmedabad,26.95,2.97,25.08,97.73,101.07,1.9499999999999993,0
2023-03-04 23:00:00,Ahmedabad,26.1,3.08,27.04,96.23,101.06,1.1000000000000014,0
2023-03-05 00:00:00,Ahmedabad,25.4,3.13,29.02,89.59,101.03,0.3999999999999986,0
2023-03-05 01:00:00,Ahmedabad,24.71,3.18,31.37,29.34,101.01,0.0,0
2023-03-05 02:00:00,Ahmedabad,23.94,3.22,34.8,59.47,101.01,0.0,0
2023-03-05 03:00:00,Ahmedabad,23.52,3.22,36.59,84.94,101.03,0.0,0
2023-03-05 04:00:00,Ahmedabad,23.16,3.27,37.07,83.77,101.08,0.0,0
2023-03-05 05:00:00,Ahmedabad,22.85,3.49,36.06,87.93,101.16,0.0,0
2023-03-05 06:00:00,Ahmedabad,22.84,4.02,34.61,73.7,101.26,0.0,0
2023-03-05 07:00:00,Ahmedabad,24.49,5.21,30.31,56.83,101.35,0.0,0
2023-03-05 08:00:00,Ahmedabad,27.49,4.67,24.91,43.9,101.39,2.4899999999999984,0
2023-03-05 09:00:00,Ahmedabad,32.24,4.79,18.32,32.21,101.39,7.240000000000002,0
2023-03-05 10:00:00,Ahmedabad,35.36,4.18,15.44,19.49,101.34,10.36,0
2023-03-05 11:00:00,Ahmedabad,36.63,3.03,14.7,8.8,101.22,11.630000000000003,0
2023-03-05 12:00:00,Ahmedabad,37.38,2.04,14.39,8.35,101.08,12.380000000000003,0
2023-03-05 13:00:00,Ahmedabad,37.65,1.4,14.36,3.35,100.94,12.649999999999999,1
2023-03-05 14:00:00,Ahmedabad,37.73,1.24,14.36,2.73,100.83,12.729999999999997,1
2023-03-05 15:00:00,Ahmedabad,37.28,1.24,14.68,4.98,100.77,12.280000000000001,1
2023-03-05 16:00:00,Ahmedabad,36.26,1.21,15.49,20.1,100.77,11.259999999999998,1
2023-03-05 17:00:00,Ahmedabad,33.93,1.01,17.75,31.2,100.81,8.93,1
2023-03-05 18:00:00,Ahmedabad,31.96,1.28,19.84,51.77,100.87,6.960000000000001,1
2023-03-05 19:00:00,Ahmedabad,30.8,1.52,21.31,55.58,100.94,5.800000000000001,1
2023-03-05 20:00:00,Ahmedabad,29.76,1.65,22.75,93.0,101.0,4.760000000000002,1
2023-03-05 21:00:00,Ahmedabad,28.66,1.7,24.41,93.4,101.02,3.66,1
2023-03-05 22:00:00,Ahmedabad,27.73,1.88,25.99,97.66,101.02,2.7300000000000004,1
2023-03-05 23:00:00,Ahmedabad,26.51,2.15,28.19,96.75,101.0,1.5100000000000016,0
2023-03-06 00:00:00,Ahmedabad,25.19,2.47,30.77,99.62,100.96,0.19000000000000128,0
2023-03-06 01:00:00,Ahmedabad,24.18,2.73,32.93,81.36,100.91,0.0,0
2023-03-06 02:00:00,Ahmedabad,23.45,2.83,34.56,21.72,100.86,0.0,0
2023-03-06 03:00:00,Ahmedabad,22.78,2.79,35.93,70.02,100.84,0.0,0
2023-03-06 04:00:00,Ahmedabad,22.19,2.68,37.01,66.61,100.86,0.0,0
2023-03-06 05:00:00,Ahmedabad,21.74,2.48,37.68,50.01,100.92,0.0,0
2023-03-06 06:00:00,Ahmedabad,21.88,2.16,36.96,39.07,100.99,0.0,0
2023-03-06 07:00:00,Ahmedabad,25.08,2.06,30.29,27.5,101.06,0.0799999999999983,0
2023-03-06 08:00:00,Ahmedabad,28.24,1.86,25.08,16.73,101.12,3.2399999999999984,1
2023-03-06 09:00:00,Ahmedabad,33.51,0.27,18.76,8.67,101.13,8.509999999999998,1
2023-03-06 10:00:00,Ahmedabad,36.15,1.81,15.69,0.46,101.09,11.149999999999999,1
2023-03-06 11:00:00,Ahmedabad,37.5,2.44,14.36,0.38,100.99,12.5,0
2023-03-06 12:00:00,Ahmedabad,38.3,2.85,13.69,0.3,100.86,13.299999999999997,0
2023-03-06 13:00:00,Ahmedabad,38.59,3.16,13.41,0.22,100.73,13.590000000000003,0
2023-03-06 14:00:00,Ahmedabad,38.31,3.27,13.51,1.82,100.62,13.310000000000002,0
2023-03-06 15:00:00,Ahmedabad,37.6,3.21,13.83,48.28,100.58,12.600000000000001,0
2023-03-06 16:00:00,Ahmedabad,36.38,2.98,14.6,58.45,100.58,11.380000000000003,0
2023-03-06 17:00:00,Ahmedabad,33.56,1.77,17.1,76.48,100.6,8.560000000000002,1
